Freq[Hz]     dBSPL  Phase[Deg]
32043.9     -0.001     2.947
32510.0     -0.001     2.839
32982.8     -0.001     2.730
33462.6     -0.001     2.621
33949.3     -0.001     2.513
34443.1     -0.001     2.404
34944.1     -0.001     2.296
35452.4     -0.001     2.188
35968.0     -0.001     2.079
36491.2     -0.001     1.971
37022.0     -0.001     1.862
37560.5     -0.001     1.753
38106.8     -0.001     1.644
38661.1     -0.001     1.535
39223.4     -0.001     1.425
39793.9     -0.001     1.314
