Freq[Hz]     dBSPL  Phase[Deg]
24709.2   -181.407  -172.945
25068.6   -182.668  -173.114
25433.2   -183.952  -173.281
25803.2   -185.258  -173.448
26178.5   -186.588  -173.613
26559.3   -187.944  -173.777
26945.6   -189.328  -173.940
27337.5   -190.740  -174.102
27735.2   -192.183  -174.263
28138.6   -193.659  -174.423
28547.9   -195.169  -174.583
28963.1   -196.717  -174.741
29384.4   -198.304  -174.899
29811.8   -199.934  -175.056
30245.4   -201.609  -175.213
30685.3   -203.334  -175.368
31131.7   -205.111  -175.524
31584.5   -206.945  -175.679
32043.9   -208.841  -175.833
32510.0   -210.803  -175.987
32982.8   -212.839  -176.141
33462.6   -214.953  -176.294
33949.3   -217.154  -176.447
34443.1   -219.451  -176.601
34944.1   -221.853  -176.754
35452.4   -224.371  -176.907
35968.0   -227.018  -177.060
36491.2   -229.811  -177.213
37022.0   -232.767  -177.367
37560.5   -235.907  -177.521
38106.8   -239.259  -177.676
38661.1   -242.853  -177.830
39223.4   -246.729  -177.986
39793.9   -250.936  -178.142
